NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR,YEAR
Nate,TROPICAL DEPRESSION,1,12.50,-82.50,10/04 6:00 PM,30,1005,2017
Nate,TROPICAL DEPRESSION,1,12.80,-82.70,10/05 12:00 AM,30,1004,2017
Nate,TROPICAL DEPRESSION,1,13.30,-83.30,10/05 6:00 AM,30,1004,2017
Nate,TROPICAL STORM,2,14.30,-83.70,10/05 12:00 PM,35,999,2017
Nate,TROPICAL STORM,2,14.90,-84.30,10/05 6:00 PM,35,1000,2017
Nate,TROPICAL STORM,2,15.80,-84.70,10/06 12:00 AM,35,1000,2017
Nate,TROPICAL STORM,2,16.90,-85.10,10/06 6:00 AM,40,999,2017
Nate,TROPICAL STORM,2,18.70,-85.00,10/06 12:00 PM,45,996,2017
Nate,TROPICAL STORM,2,20.30,-85.70,10/06 6:00 PM,50,993,2017
Nate,TROPICAL STORM,2,22.30,-86.40,10/07 12:00 AM,60,990,2017
Nate,HURRICANE-1,3,24.50,-87.00,10/07 6:00 AM,70,987,2017
Nate,HURRICANE-1,3,26.60,-88.40,10/07 12:00 PM,80,984,2017
Nate,HURRICANE-1,3,28.40,-89.10,10/07 6:00 PM,80,981,2017
Nate,HURRICANE-1,3,29.90,-89.10,10/08 12:00 AM,75,984,2017
Nate,TROPICAL STORM,2,31.50,-88.40,10/08 6:00 AM,60,986,2017
Nate,TROPICAL DEPRESSION,1,33.10,-87.30,10/08 12:00 PM,30,996,2017
Nate,TROPICAL DEPRESSION,1,35.00,-86.50,10/08 6:00 PM,30,997,2017
Nate,TROPICAL DEPRESSION,1,36.40,-85.50,10/09 12:00 AM,30,1002,2017
Ophelia,TROPICAL DEPRESSION,1,31.10,-39.90,10/09 6:00 AM,30,1008,2017
Ophelia,TROPICAL STORM,2,31.40,-39.90,10/09 12:00 PM,35,1008,2017
Ophelia,TROPICAL STORM,2,31.50,-39.60,10/09 6:00 PM,40,1005,2017
Ophelia,TROPICAL STORM,2,32.30,-39.00,10/10 12:00 AM,45,1002,2017
Ophelia,TROPICAL STORM,2,31.90,-38.80,10/10 6:00 AM,45,1002,2017
Ophelia,TROPICAL STORM,2,31.50,-38.30,10/10 12:00 PM,45,1002,2017
Ophelia,TROPICAL STORM,2,31.10,-38.00,10/10 6:00 PM,50,1001,2017
Ophelia,TROPICAL STORM,2,30.70,-37.60,10/11 12:00 AM,45,1002,2017
Ophelia,TROPICAL STORM,2,30.20,-37.00,10/11 6:00 AM,55,996,2017
Ophelia,TROPICAL STORM,2,30.00,-36.50,10/11 12:00 PM,60,992,2017
Ophelia,HURRICANE-1,3,30.00,-36.10,10/11 6:00 PM,65,990,2017
Ophelia,HURRICANE-1,3,30.00,-35.70,10/12 12:00 AM,75,986,2017
Ophelia,HURRICANE-1,3,30.30,-35.60,10/12 6:00 AM,75,986,2017
Ophelia,HURRICANE-1,3,30.50,-35.60,10/12 12:00 PM,80,978,2017
Ophelia,HURRICANE-2,4,30.40,-35.50,10/12 6:00 PM,85,973,2017
Ophelia,HURRICANE-2,4,30.70,-34.70,10/13 12:00 AM,90,970,2017
Ophelia,HURRICANE-2,4,31.10,-33.90,10/13 6:00 AM,90,970,2017
Ophelia,HURRICANE-2,4,31.80,-32.90,10/13 12:00 PM,85,971,2017
Ophelia,HURRICANE-2,4,32.30,-31.80,10/13 6:00 PM,85,971,2017
Ophelia,HURRICANE-2,4,33.00,-30.60,10/14 12:00 AM,85,971,2017
Ophelia,HURRICANE-2,4,33.90,-28.60,10/14 6:00 AM,85,971,2017
Ophelia,HURRICANE-3,5,34.80,-26.60,10/14 12:00 PM,100,960,2017
Ophelia,HURRICANE-3,5,35.90,-23.70,10/14 6:00 PM,100,960,2017
Ophelia,HURRICANE-3,5,37.30,-21.50,10/15 12:00 AM,100,960,2017
Ophelia,HURRICANE-2,4,39.00,-18.30,10/15 6:00 AM,90,964,2017
Ophelia,HURRICANE-1,3,41.60,-16.00,10/16 12:00 AM,80,973,2017
Ophelia,HURRICANE-1,3,44.60,-13.30,10/15 6:00 PM,75,971,2017
